"Post
Code",Locality Name
3281,Grassmere
3608,Graytown
3477,Gre Gre
3477,Gre Gre North
3477,Gre Gre South
3477,Gre Gre South
3374,Great Western
3374,Great Western
3374,Great Western
3537,Gredgwin
3537,Gredgwin
3462,Green Gully
3341,Greendale
3444,Greenhill
3444,Greenhill
3387,Greens Creek
3387,Greens Creek
3088,Greensborough
3088,Greensborough
3088,Greensborough
3088,Greensborough
3088,Greensborough
3059,Greenvale
3304,Greenwald
3352,Grenville
3352,Grenville
3675,Greta
3675,Greta South
3675,Greta South
3675,Greta West
3234,Grey River
3315,Gringegalgona
3315,Gritjurk
3216,Grovedale
3770,Gruyere
3770,Gruyere
3451,Guildford
3451,Guildford
3566,Gunbower
3691,Gundowring
3691,Gundowring
3709,Guys Forest
3807,Guys Hill
3401,Gymbowen
3351,Haddon
3046,Hadfield
3046,Hadfield
3803,Hallam
3803,Hallam
3818,Hallora
3381,Halls Gap
3953,Hallston
3300,Hamilton
3215,Hamlyn Heights
3215,Hamlyn Heights
3188,Hampton
3188,Hampton
3188,Hampton
3188,Hampton
3188,Hampton
3191,Hampton
3188,Hampton East
3188,Hampton East
3976,Hampton Park
3675,Hansonville
3675,Hansonville
3360,Happy Valley
3549,Happy Valley
3453,Harcourt
3453,Harcourt North
3453,Harcourt North
3806,Harkaway
3806,Harkaway
3337,Harkness
3995,Harmers Haven
3741,Harrietville
3317,Harrow
3317,Harrow
3616,Harston
3915,Hastings
3501,Hattah
3465,Havelock
3401,Haven
3737,Havilah
3287,Hawkesdale
3862,Hawkhurst
3122,Hawthorn
3122,Hawthorn
3122,Hawthorn
3122,Hawthorn
3123,Hawthorn East
3123,Hawthorn East
3123,Hawthorn East
3123,Hawthorn East
3966,Hazel Park
3840,Hazelwood
3840,Hazelwood
3840,Hazelwood North
3840,Hazelwood North
3840,Hazelwood South
3777,Healesville
3981,Heath Hill
3981,Heath Hill
3523,Heathcote
3758,Heathcote Junction
3523,Heathcote South
3202,Heatherton
3202,Heatherton
3202,Heatherton
3305,Heathmere
3135,Heathmont
3135,Heathmont
3135,Heathmont
3967,Hedley
3967,Hedley
3084,Heidelberg
3084,Heidelberg
3081,Heidelberg Heights
3081,Heidelberg Heights
3081,Heidelberg West
3081,Heidelberg West
3301,Hensley Park
3312,Henty
3461,Hepburn
3461,Hepburn Springs
3218,Herne Hill
3825,Hernes Oak
3825,Hernes Oak
3442,Hesket
3321,Hesse
3273,Hexham
3858,Heyfield
3858,Heyfield
3268,Heytesbury Lower
3268,Heytesbury Lower
3304,Heywood
3847,Hiamdale
3847,Hiamdale
3971,Hiawatha
3764,High Camp
3190,Highett
3190,Highett
3190,Highett
3660,Highlands
3660,Highlands
3216,Highton
3315,Hilgay
3825,Hill End
3351,Hillcrest
3660,Hilldene
3037,Hillside
3037,Hillside
3037,Hillside
3875,Hillside
3898,Hinnomunjie
3920,Hmas Cerberus
3139,Hoddles Creek
3862,Hollands Landing
3465,Homebush
3304,Homerton
3717,Homewood
3396,Hopetoun
3340,Hopetoun Park
3029,Hoppers Crossing
3029,Hoppers Crossing
3029,Hoppers Crossing
3238,Hordern Vale
3567,Horfield
3567,Horfield
3567,Horfield
3400,Horsham
3741,Hotham Heights
3741,Hotham Heights
3303,Hotspur
3303,Hotspur
3723,Howes Creek
3723,Howqua
3723,Howqua Hills
3723,Howqua Inlet
3166,Hughesdale
3757,Humevale
3757,Humevale
3558,Hunter
3971,Hunterston
3166,Huntingdale
3551,Huntly
3551,Huntly North
3695,Huon
3695,Huon
3691,Huon Creek
3099,Hurstbridge
3833,Icy Creek
3875,Iguana Creek
3351,Illabarook
3381,Illawarra
3282,Illowa
3282,Illowa
3223,Indented Head
3688,Indigo Valley
3517,Inglewood
3342,Ingliston
3472,Inkerman
3636,Invergordon
3636,Invergordon
3321,Inverleigh
3321,Inverleigh
3996,Inverloch
3996,Inverloch
3352,Invermay
3350,Invermay Park
3815,Iona
3494,Iraak
3451,Irishtown
3451,Irishtown
3550,Ironbark
3249,Irrewarra
3249,Irrewillipe
3249,Irrewillipe East
3498,Irymple
3079,Ivanhoe
3079,Ivanhoe
3079,Ivanhoe East
3047,Jacana
3971,Jack River
3556,Jackass Flat
3825,Jacob Creek
3984,Jam Jerrup
3723,Jamieson
3228,Jan Juc
3266,Jancourt
3266,Jancourt East
3266,Jancourt East
3266,Jancourt East
3266,Jancourt East
3517,Jarklin
3888,Jarrahmond
3700,Jarvis Creek
3840,Jeeralang
3840,Jeeralang
3840,Jeeralang Junction
3945,Jeetho
3480,Jeffcott
3480,Jeffcott North
3423,Jeparit
3527,Jeruk
3483,Jil Jil
3409,Jilpanger
3818,Jindivick
3384,Joel Joel
3384,Joel Joel
3384,Joel South
3384,Joel South
3238,Johanna
3902,Johnsonville
3364,Joyces Creek
3364,Joyces Creek
3869,Jumbuk
3951,Jumbunna
3977,Junction Village
3401,Jung
3401,Jung
3575,Jungaburra
3551,Junortoun
3635,Kaarimba
3318,Kadnook
3909,Kalimna
3909,Kalimna West
3064,Kalkallo
3401,Kalkee
3791,Kallista
3791,Kallista
3766,Kalorama
3766,Kalorama
3766,Kalorama
3766,Kalorama
3529,Kalpienung
3570,Kamarooka
3570,Kamarooka
3571,Kamarooka North
3401,Kanagulk
3691,Kancoona
3555,Kangaroo Flat
3555,Kangaroo Flat
3097,Kangaroo Ground
3097,Kangaroo Ground
3419,Kaniva
3419,Kaniva
3719,Kanumbra
3387,Kanya
3564,Kanyapella
3294,Karabeal
3951,Kardella
3950,Kardella South
3260,Kariah
3260,Kariah
3401,Karnak
3631,Karramomus
3483,Karyrie
3483,Karyrie
3649,Katamatite
3649,Katamatite East
3634,Katandra
3634,Katandra West
3640,Katunga
3640,Katunga
3249,Kawarren
3021,Kealba
3568,Keely
3036,Keilor
3036,Keilor
3036,Keilor
3038,Keilor Downs
3033,Keilor East
3033,Keilor East
3038,Keilor Lodge
3036,Keilor North
3042,Keilor Park
3393,Kellalac
3666,Kelvin View
3597,Kenley
3395,Kenmare
3239,Kennedys Creek
3234,Kennett River
3550,Kennington
3031,Kensington
3031,Kensington
3579,Kerang
3579,Kerang
3579,Kerang East
3691,Kergunyah
3691,Kergunyah South
3979,Kernot
3434,Kerrie
3660,Kerrisdale
3723,Kevington
3101,Kew
3101,Kew
3101,Kew
3101,Kew
3102,Kew East
3102,Kew East
3390,Kewell
3390,Kewell
3390,Kewell
3173,Keysborough
3173,Keysborough
3173,Keysborough
3173,Keysborough
3173,Keysborough
3631,Kialla
3631,Kialla East
3631,Kialla West
3418,Kiata
3691,Kiewa
3995,Kilcunda
3312,Killara
3691,Killara
3283,Killarney
3678,Killawarra
3717,Killingworth
3851,Kilmany
3764,Kilmore
3764,Kilmore East
3137,Kilsyth
3137,Kilsyth
3137,Kilsyth
3137,Kilsyth
3137,Kilsyth
3137,Kilsyth
3137,Kilsyth South
3551,Kimbolton
3551,Kimbolton
3678,King Valley
3763,Kinglake
3757,Kinglake Central
3757,Kinglake Central
3757,Kinglake West
3757,Kinglake West
3517,Kingower
3021,Kings Park
3083,Kingsbury
3364,Kingston
3012,Kingsville
3483,Kinnabulla
3520,Kinypanial
3283,Kirkstall
3608,Kirwans Bridge
3666,Kithbrook
3666,Kithbrook
3286,Knebsworth
3723,Knockwood
3523,Knowsley
3180,Knoxfield
3180,Knoxfield
3180,Knoxfield
3260,Koallah
3260,Koallah
3704,Koetong
3265,Kolora
3265,Kolora
3951,Kongwak
3951,Kongwak
3315,Konongwootong
3981,Koo Wee Rup
3981,Koo Wee Rup North
3981,Koo Wee Rup North
3597,Kooloonong
3669,Koonda
3580,Koondrook
3644,Koonoomoo
3644,Koonoomoo
3954,Koonwarra
3954,Koonwarra
3477,Kooreh
3501,Koorlong
3844,Koornalla
3364,Kooroocheang
3364,Kooroocheang
3364,Kooroocheang
3953,Koorooman
3144,Kooyong
3714,Koriella
3341,Korobeit
3282,Koroit
3520,Korong Vale
3579,Koroop
3579,Koroop
3950,Korumburra
3950,Korumburra South
3461,Korweinguboora
3565,Kotta
3638,Kotupna
3622,Koyuga
3945,Krowera
3945,Krowera
3490,Kulwin
3585,Kunat
3518,Kurraca
3518,Kurraca West
3517,Kurting
3517,Kurting
3337,Kurunjang
3620,Kyabram
3620,Kyabram
3620,Kyabram
3620,Kyabram South
3444,Kyneton
3444,Kyneton
3444,Kyneton South
3621,Kyvalley
3463,Laanecoorie
3265,Laang
3816,Labertouche
3678,Laceby
3523,Ladys Pass
3480,Laen
3480,Laen
3480,Laen East
3480,Laen North
3393,Lah
3401,Laharum
3584,Lake Boga
3351,Lake Bolac
3909,Lake Bunga
3581,Lake Charm
3581,Lake Charm
3303,Lake Condah
3713,Lake Eildon
3381,Lake Fyans
3355,Lake Gardens
3373,Lake Goldsmith
3381,Lake Lonsdale
3525,Lake Marmal
3525,Lake Marmal
3579,Lake Meran
3312,Lake Mundi
3597,Lake Powell
3727,Lake Rowan
3887,Lake Tyers
3909,Lake Tyers Beach
3350,Lake Wendouree
3373,Lake Wongan
3909,Lakes Entrance
3352,Lal Lal
3542,Lalbert
3075,Lalor
3075,Lalor
3352,Lamplough
3620,Lancaster
3620,Lancaster
3995,Lance Creek
3435,Lancefield
3384,Landsborough
3384,Landsborough West
3384,Landsborough West
3984,Lang Lang
3984,Lang Lang
3984,Lang Lang
3984,Lang Lang East
3363,Langdons Hill
3352,Langi Kal Kal
3377,Langi Logan
3318,Langkoop
3444,Langley
3971,Langsborough
3910,Langwarrin
3910,Langwarrin
3911,Langwarrin South
3212,Lara
3821,Lardner
3821,Lardner
3249,Larpent
3325,Larralea
3487,Lascelles
3139,Launching Place
3139,Launching Place
3444,Lauriston
3238,Lavers Hill
3028,Laverton
3028,Laverton
3026,Laverton North
3480,Lawler
3480,Lawler
3418,Lawloit
3364,Lawrence
3364,Lawrence
3537,Leaghur
3352,Learmonth
3385,Ledcourt
3385,Ledcourt
3516,Leichardt
3516,Leichardt
3352,Leigh Creek
3567,Leitchville
3567,Leitchville
3567,Leitchville
3631,Lemnos
3691,Leneva
3461,Leonards Hill
3953,Leongatha
3953,Leongatha
3953,Leongatha North
3953,Leongatha South
3953,Leongatha South
3224,Leopold
3458,Lerderderg
3260,Leslie Manor
3260,Leslie Manor
3332,Lethbridge
3352,Lexton
3858,Licola
3858,Licola North
3820,Lillico
3371,Lillicur
3371,Lillicur
3371,Lillicur
3420,Lillimur
3682,Lilliput
3140,Lilydale
3140,Lilydale
3140,Lilydale
3140,Lilydale
3673,Lima
3673,Lima East
3673,Lima South
3673,Lima South
3717,Limestone
3865,Lindenow
3875,Lindenow South
3312,Lindsay
3496,Lindsay Point
3509,Linga
3360,Linton
3360,Linton
3549,Liparoo
3324,Lismore
3480,Litchfield
3418,Little Desert
3458,Little Hampton
3211,Little River
3211,Little River
3551,Llanelly
3862,Llowalong
3945,Loch
3945,Loch
3851,Loch Sport
3563,Lockington
3563,Lockington
3665,Locksley
3551,Lockwood
3551,Lockwood South
3575,Loddon Vale
3475,Logan
3475,Logan
3678,Londrigan
3340,Long Forest
3550,Long Gully
3401,Longerenong
3401,Longerenong
3851,Longford
3851,Longford
3551,Longlea
3816,Longwarry
3816,Longwarry
3816,Longwarry North
3665,Longwood
3665,Longwood
3666,Longwood East
3666,Longwood East
3232,Lorne
3418,Lorquon
3213,Lovely Banks
3639,Lower Moira
3401,Lower Norton
3093,Lower Plenty
3844,Loy Yang
3385,Lubeck
3385,Lubeck
3350,Lucas
3875,Lucknow
3691,Lucyvale
3673,Lurg
3444,Lyal
3975,Lynbrook
3975,Lyndhurst
3975,Lyndhurst
3304,Lyons
3304,Lyons
3461,Lyonville
3156,Lysterfield
3156,Lysterfield
3156,Lysterfield
3156,Lysterfield South
3286,Macarthur
3782,Macclesfield
3440,Macedon
3971,Macks Creek
3085,Macleod
3085,Macleod
3085,Macleod
3085,Macleod
3579,Macorna
3579,Macorna
3579,Macorna
3568,Macorna North
3723,Macs Cove
3971,Madalya
3340,Maddingley
3379,Mafeking
3860,Maffra
3859,Maffra West Upper
3352,Magpie
3551,Maiden Gully
3012,Maidstone
3012,Maidstone
3275,Mailors Flat
3373,Main Lead
3373,Main Lead
3928,Main Ridge
3928,Main Ridge
3723,Maindample
3714,Maintongoon
3725,Major Plains
3725,Major Plains
3465,Majorca
3463,Maldon
3463,Maldon
3892,Mallacoota
3446,Malmsbury
3446,Malmsbury
3446,Malmsbury
3144,Malvern
3144,Malvern
3144,Malvern
3145,Malvern East
3024,Mambourin
3546,Manangatang
3551,Mandurang
3551,Mandurang South
3663,Mangalore
3663,Mangalore
3663,Mangalore
3218,Manifold Heights
3222,Mannerim
3360,Mannibadar
3971,Manns Beach
3024,Manor Lakes
3889,Manorina
3722,Mansfield
3891,Maramingo Creek
3222,Marcus Hill
3953,Mardan
3233,Marengo
3032,Maribyrnong
3634,Marionvale
3678,Markwood
3483,Marlbed
3888,Marlo
3387,Marnoo
3477,Marnoo East
3387,Marnoo West
3515,Marong
3515,Marong
3377,Maroona
3377,Maroona
3669,Marraweeney
3216,Marshall
3634,Marungi
3634,Marungi
3634,Marungi
3465,Maryborough
3465,Maryborough
3465,Maryborough
3812,Maryknoll
3779,Marysville
3840,Maryvale
3840,Maryvale
3482,Massey
3723,Matlock
3723,Matlock
3331,Maude
3938,McCrae
3472,McIntyre
3401,McKenzie Creek
3451,McKenzie Hill
3451,McKenzie Hill
3204,McKinnon
3204,McKinnon
3874,McLoughlins Beach
3799,McMahons Creek
3568,McMillans
3568,McMillans
3568,Mead
3678,Meadow Creek
3048,Meadow Heights
3585,Meatian
3585,Meatian
3956,Meeniyan
3956,Meeniyan
3579,Meering West
3579,Meering West
3862,Meerlieu
3000,Melbourne
3004,Melbourne
3004,Melbourne
3004,Melbourne
3045,Melbourne Airport
3337,Melton
3337,Melton
3338,Melton South
3337,Melton West
3315,Melville Forest
3875,Melwood
3373,Mena Park
3194,Mentone
3194,Mentone
3194,Mentone
3194,Mentone
3159,Menzies Creek
3159,Menzies Creek
3277,Mepunga
3277,Mepunga East
3277,Mepunga West
3505,Merbein
3505,Merbein South
3505,Merbein West
3333,Meredith
3333,Meredith
3496,Meringur
3310,Merino
3754,Mernda
3737,Merriang
3737,Merriang South
3916,Merricks
3926,Merricks Beach
3926,Merricks North
3618,Merrigum
3618,Merrigum
3723,Merrijig
3875,Merrijig
3340,Merrimu
3496,Merrinee
3715,Merton
3715,Merton
3448,Metcalfe
3448,Metcalfe
3444,Metcalfe East
3904,Metung
3444,Mia Mia
3444,Mia Mia
3064,Mickleham
3375,Middle Creek
3375,Middle Creek
3206,Middle Park
3956,Middle Tarwin
3666,Miepoll
3666,Miepoll
3409,Miga Lake
3678,Milawa
3500,Mildura
3082,Mill Park
3082,Mill Park
3082,Mill Park
3352,Millbrook
3799,Millgrove
3572,Milloo
3304,Milltown
3579,Milnes Bridge
3575,Mincha
3568,Mincha West
3352,Miners Rest
3324,Mingay
3287,Minhamite
3413,Minimay
3351,Mininera
3276,Minjah
3537,Minmindie
3392,Minyip
3392,Minyip
3415,Miram
3871,Mirboo
3871,Mirboo
3871,Mirboo North
3294,Mirranatwa
3132,Mitcham
3132,Mitcham
3355,Mitchell Park
3608,Mitchellstown
3573,Mitiamo
3573,Mitiamo
3409,Mitre
3409,Mitre
3701,Mitta Mitta
3490,Mittyack
3401,Mockinya
3816,Modella
3816,Modella
3240,Modewarre
3825,Moe
3825,Moe
3825,Moe South
3825,Moe South
3231,Moggs Creek
3666,Moglonemby
3666,Moglonemby
3381,Mokepilly
3718,Molesworth
3472,Moliagul
3472,Moliagul
3666,Molka
3666,Molka
3352,Mollongghip
3352,Mollongghip
3352,Mollongghip
3575,Mologa
3673,Molyullah
3793,Monbulk
3793,Monbulk
3433,Monegeetta
3691,Mongans Bridge
3984,Monomeith
3127,Mont Albert
3127,Mont Albert
3129,Mont Albert North
3129,Mont Albert North
3851,Montgomery
3094,Montmorency
3094,Montmorency
3765,Montrose
3765,Montrose
3765,Montrose
3765,Montrose
3224,Moolap
3477,Moolerr
3465,Moolort
3478,Moonambel
3825,Moondarra
3039,Moonee Ponds
3039,Moonee Ponds
3450,Moonlight Flat
3450,Moonlight Flat
3465,Moonlight Flat
3612,Moora
3189,Moorabbin
3189,Moorabbin
3194,Moorabbin Airport
3213,Moorabool
3314,Mooralla
3610,Moorilim
3610,Moorilim
3523,Moormbool West
3862,Moornapa
3673,Moorngag
3933,Moorooduc
3933,Moorooduc
3933,Moorooduc
3138,Mooroolbark
3138,Mooroolbark
3138,Mooroolbark
3138,Mooroolbark
3138,Mooroolbark
3629,Mooroopna
3629,Mooroopna North
3629,Mooroopna North
3616,Mooroopna North West
3616,Mooroopna North West
3764,Moranding
3195,Mordialloc
3301,Morgiana
3240,Moriac
3240,Moriac
3931,Mornington
3334,Morrisons
3387,Morrl Morrl
3272,Mortlake
3482,Morton Plains
3840,Morwell
3840,Morwell
3885,Mossiface
3709,Mount Alfred
3699,Mount Beauty
3363,Mount Beckworth
3960,Mount Best
3352,Mount Bolton
3675,Mount Bruno
3740,Mount Buffalo
3723,Mount Buller
3781,Mount Burnett
3324,Mount Bute
3523,Mount Camel
3370,Mount Cameron
3350,Mount Clear
3377,Mount Cole
3377,Mount Cole Creek
3024,Mount Cottrell
3024,Mount Cottrell
3024,Mount Cottrell
3024,Mount Cottrell
3767,Mount Dandenong
3334,Mount Doran
3381,Mount Dryden
3217,Mount Duneed
3217,Mount Duneed
3953,Mount Eccles
3953,Mount Eccles
3953,Mount Eccles South
3352,Mount Egerton
3930,Mount Eliza
3351,Mount Emu
3796,Mount Evelyn
3796,Mount Evelyn
3461,Mount Franklin
3461,Mount Franklin
3371,Mount Glasgow
3350,Mount Helen
3472,Mount Hooghly
3468,Mount Lonarch
3441,Mount Macedon
3441,Mount Macedon
3646,Mount Major
3934,Mount Martha
3934,Mount Martha
3934,Mount Martha
3352,Mount Mercer
3240,Mount Moriac
3301,Mount Napier
3350,Mount Pleasant
3350,Mount Pleasant
3364,Mount Prospect
3305,Mount Richmond
3352,Mount Rowan
3875,Mount Taylor
3777,Mount Toolebewong
3342,Mount Wallace
3149,Mount Waverley
3149,Mount Waverley
3723,Mountain Bay
3988,Mountain View
3294,Moutajup
3951,Moyarra
3732,Moyhu
3732,Moyhu
3477,Moyreisk
3377,Moyston
3644,Muckatah
3451,Muckleford
3451,Muckleford
3451,Muckleford
3462,Muckleford South
3737,Mudgegonga
3737,Mudgegonga
3170,Mulgrave
3304,Mumbannar
3635,Mundoona
3862,Munro
3315,Muntham
3315,Muntham
3610,Murchison
3610,Murchison
3610,Murchison East
3610,Murchison North
3218,Murgheboluc
3747,Murmungee
3544,Murnungin
3551,Murphys Creek
3401,Murra Warra
3401,Murra Warra
3579,Murrabit
3579,Murrabit West
3586,Murrawee
3586,Murraydale
3512,Murrayville
3885,Murrindal
3717,Murrindindi
3243,Murroon
3163,Murrumbeena
3390,Murtoa
3461,Musk
3461,Musk
3461,Musk Vale
3557,Muskerry
3533,Myall
3579,Myall
3304,Myamyn
3556,Myers Flat
3551,Myola
3341,Myrniong
3732,Myrrhee
3551,Myrtle Creek
3551,Myrtle Creek
3851,Myrtlebank
3851,Myrtlebank
3737,Myrtleford
3518,Mysia
3579,Mystic Park
3641,Mywee
3608,Nagambie
3608,Nagambie
3249,Nalangil
3646,Nalinga
3646,Nalinga
3646,Nalinga
3847,Nambrok
3533,Nandaly
3781,Nangana
3312,Nangeela
3494,Nangiloc
3561,Nanneella
3561,Nanneella
3561,Nanneella
3352,Napoleons
3812,Nar Nar Goon
3812,Nar Nar Goon
3812,Nar Nar Goon North
3812,Nar Nar Goon North
3812,Nar Nar Goon North
3778,Narbethong
3293,Nareeb
3293,Nareeb
3315,Nareen
3525,Nareewillock
3707,Nariel Valley
3707,Nariel Valley
3636,Naring
3277,Naringal
3277,Naringal East
3266,Naroghid
3266,Naroghid
3824,Narracan
3824,Narracan
3483,Narraport
3483,Narraport
3293,Narrapumelap South
3285,Narrawong
3805,Narre Warren
3805,Narre Warren
3805,Narre Warren
3804,Narre Warren East
3804,Narre Warren North
3805,Narre Warren South
3597,Narrung
3638,Nathalia
3409,Natimuk
3465,Natte Yallock
3465,Natte Yallock
3465,Natte Yallock
3465,Natte Yallock
3597,Natya
3384,Navarre
3384,Navarre
3352,Navigators
3832,Nayook
3496,Neds Corner
3463,Neereman
3831,Neerim
3831,Neerim East
3832,Neerim Junction
3832,Neerim North
3831,Neerim South
3570,Neilborough
3292,Nelson
3953,Nerrena
3351,Nerrin Nerrin
3351,Nerrin Nerrin
3350,Nerrina
3350,Nerrina
3373,Nerring
3373,Nerring
3418,Netherby
3413,Neuarpurr
3438,New Gisborne
3438,New Gisborne
3825,Newborough
3825,Newborough
3551,Newbridge
3458,Newbury
3219,Newcomb
3268,Newfield
3442,Newham
3925,Newhaven
3350,Newington
3875,Newlands Arm
3364,Newlyn
3364,Newlyn North
3886,Newmerella
3015,Newport
3859,Newry
3462,Newstead
3220,Newtown
3351,Newtown
3418,Nhill
3418,Nhill
3501,Nichols Point
3882,Nicholson
3042,Niddrie
3821,Nilma
3821,Nilma North
3533,Ninda
3518,Nine Mile
3351,Nintingbool
3527,Ninyeunook
3268,Nirranda
3268,Nirranda East
3268,Nirranda East
3268,Nirranda South
3174,Noble Park
3174,Noble Park
3174,Noble Park
3174,Noble Park
3174,Noble Park
3174,Noble Park
3174,Noble Park
3174,Noble Park
3174,Noble Park North
3833,Noojee
3265,Noorat
3265,Noorat
3265,Noorat East
3890,Noorinbee
3890,Noorinbee North
3409,Noradjuha
3214,Norlane
3579,Normanville
3682,Norong
3550,North Bendigo
3550,North Bendigo
3458,North Blackwood
3215,North Geelong
3215,North Geelong
3051,North Melbourne
3214,North Shore
3678,North Wangaratta
3113,North Warrandyte
3995,North Wonthaggi
3995,North Wonthaggi
3070,Northcote
3070,Northcote
3070,Northcote
3070,Northcote
3660,Northwood
3377,Norval
3168,Notting Hill
3887,Nowa Nowa
3469,Nowhere Creek
3585,Nowie
3737,Nug Nug
3463,Nuggetty
3435,Nulla Vale
3435,Nulla Vale
3268,Nullawarre
3268,Nullawarre North
3529,Nullawil
3636,Numurkah
3636,Numurkah
3131,Nunawading
3131,Nunawading
3131,Nunawading
3909,Nungurner
3401,Nurcoung
3401,Nurrabiel
3888,Nurran
3099,Nutfield
3594,Nyah
3595,Nyah West
3533,Nyarrin
3909,Nyerimilang
3987,Nyora
3987,Nyora
3987,Nyora
3585,Nyrraby
3046,Oak Park
3046,Oak Park
3063,Oaklands Junction
3063,Oaklands Junction
3166,Oakleigh
3166,Oakleigh East
3167,Oakleigh South
3167,Oakleigh South
3167,Oakleigh South
3540,Oakvale
3880,Ocean Grange
3226,Ocean Grove
3809,Officer
3809,Officer
3809,Officer
3809,Officer
3809,Officer South
3701,Old Tallangatta
3788,Olinda
3788,Olinda
3241,Ombersley
3241,Ombersley
3898,Omeo
3898,Omeo Valley
3249,Ondit
3888,Orbost
3284,Orford
3204,Ormond
3204,Ormond
3204,Ormond
3204,Ormond
3631,Orrvale
3691,Osbornes Flat
3951,Outtrim
3951,Outtrim
3490,Ouyen
3738,Ovens
3678,Oxley
3678,Oxley
3678,Oxley Flats
3413,Ozenkadnook
3268,Paaratte
3268,Paaratte
3551,Painswick
3810,Pakenham
3810,Pakenham
3810,Pakenham
3810,Pakenham
3810,Pakenham
3810,Pakenham
3810,Pakenham
3810,Pakenham South
3810,Pakenham South
3810,Pakenham Upper
3512,Panitya
3265,Panmure
3759,Panton Hill
3477,Paradise
3851,Paradise Beach
3240,Paraparap
3114,Park Orchards
3114,Park Orchards
3195,Parkdale
3195,Parkdale
3195,Parkdale
3052,Parkville
3340,Parwan
3340,Parwan
3315,Paschendale
3044,Pascoe Vale
3044,Pascoe Vale
3044,Pascoe Vale
3044,Pascoe Vale South
3044,Pascoe Vale South
3444,Pastoria
3444,Pastoria East
3491,Patchewollock
3491,Patchewollock
3564,Patho
3197,Patterson Lakes
3197,Patterson Lakes
3318,Patyah
3880,Paynesville
3912,Pearcedale
3912,Pearcedale
3851,Pearsondale
3678,Peechelba
3678,Peechelba
3678,Peechelba East
3727,Pelluebla
3235,Pennyroyal
3235,Pennyroyal
3289,Penshurst
3289,Penshurst
3586,Pental Island
3341,Pentland Hills
3478,Percydale
3413,Peronne
3862,Perry Bridge
3270,Peterborough
3270,Peterborough
3233,Petticoat Creek
3757,Pheasant Creek
3597,Piangil
3639,Picola
3639,Picola West
3833,Piedmont
3533,Pier Milan
3407,Pigeon Ponds
3351,Piggoreet
3401,Pimpinio
3573,Pine Grove
3631,Pine Lodge
3709,Pine Mountain
3579,Pine View
3984,Pioneer Bay
3444,Pipers Creek
3444,Pipers Creek
3585,Pira
3723,Piries
3249,Pirron Yallock
3249,Pirron Yallock
3351,Pitfield
3360,Pittong
3360,Pittong
3090,Plenty
3335,Plumpton
3030,Point Cook
3030,Point Cook
3916,Point Leo
3225,Point Lonsdale
3225,Point Lonsdale
3585,Polisbet
3260,Pomborneit
3260,Pomborneit
3249,Pomborneit East
3260,Pomborneit North
3381,Pomonal
3381,Pomonal
3571,Pompapiel
3312,Poolaijelo
3352,Pootilla
3988,Poowong
3988,Poowong East
3988,Poowong East
3988,Poowong North
3988,Poowong North
3461,Porcupine Ridge
3740,Porepunkah
3971,Port Albert
3269,Port Campbell
3284,Port Fairy
3964,Port Franklin
3207,Port Melbourne
3207,Port Melbourne
3207,Port Melbourne
3965,Port Welshpool
3223,Portarlington
3305,Portland
3305,Portland North
3305,Portland West
3944,Portsea
3996,Pound Creek
3996,Pound Creek
3797,Powelltown
3312,Powers Creek
3517,Powlett Plains
3517,Powlett Plains
3181,Prahran
3572,Prairie
3666,Pranjip
3072,Preston
3072,Preston
3072,Preston
3072,Preston
3072,Preston
3072,Preston
3072,Preston
3054,Princes Hill
3269,Princetown
3662,Puckapunyal
3271,Pura Pura
3271,Pura Pura
3289,Purdeet
3289,Purdeet
3289,Purdeet
3278,Purnim
3278,Purnim West
3521,Pyalong
3575,Pyramid Hill
3575,Pyramid Hill
3540,Quambatook
3030,Quandong
3401,Quantong
3550,Quarry Hill
3225,Queenscliff
3984,Queensferry
3373,Raglan
3373,Raglan
3424,Rainbow
3424,Rainbow
3951,Ranceby
3465,Rathscar
3465,Rathscar West
3023,Ravenhall
3453,Ravenswood
3453,Ravenswood
3453,Ravenswood
3453,Ravenswood South
3825,Rawson
3880,Raymond Island
3570,Raywood
3570,Raywood
3570,Raywood
3496,Red Cliffs
3937,Red Hill
3937,Red Hill South
3371,Red Lion
3350,Redan
3477,Redbank
3477,Redbank
3523,Redcastle
3523,Redcastle
3523,Redcastle
3444,Redesdale
3444,Redesdale
3444,Redesdale
3658,Reedy Creek
3395,Reedy Dam
3395,Reedy Dam
3895,Reedy Flat
3579,Reedy Lake
3799,Reefton
3095,Research
3095,Research
3073,Reservoir
3073,Reservoir
3073,Reservoir
3073,Reservoir
3517,Rheola
3923,Rhyll
3377,Rhymney
3385,Riachella
3480,Rich Avon
3480,Rich Avon East
3480,Rich Avon West
3121,Richmond
3121,Richmond
3518,Richmond Plains
3518,Richmond Plains
3431,Riddells Creek
3431,Riddells Creek
3666,Riggs Creek
3666,Riggs Creek
3134,Ringwood
3134,Ringwood
3134,Ringwood
3134,Ringwood
3134,Ringwood
3134,Ringwood
3135,Ringwood East
3135,Ringwood East
3135,Ringwood East
3134,Ringwood North
3134,Ringwood North
3134,Ringwood North
3818,Ripplebrook
3215,Rippleside
3185,Ripponlea
3401,Riverside
3860,Riverslea
3971,Robertsons Beach
3549,Robinvale
3561,Rochester
3442,Rochford
3335,Rockbank
3401,Rocklands
3364,Rocklyn
3377,Rocky Point
3821,Rokeby
3330,Rokewood
3351,Rokewood Junction
